Terapia,Grupo,Probabilidad,Disponibilidad a pagar
3TC__DTG,INSTI,0.0,93623345.72121212
3TC__FTC__DRV_c,PI,0.0,93623345.72121212
3TC__FTC__DRV_r,PI,0.0,93623345.72121212
ABC_3TC_DTG,INSTI,0.0,93623345.72121212
ABC_3TC__ATV_r,PI,0.0,93623345.72121212
ABC_3TC__DRV_r,PI,0.0,93623345.72121212
ABC_3TC__DTG,INSTI,0.0,93623345.72121212
ABC_3TC__EFV,NNRTI,0.1,93623345.72121212
ABC_3TC__LPV_r,PI,0.2,93623345.72121212
ABC_3TC__NVP,NNRTI,0.0,93623345.72121212
ABC_3TC__RAL,INSTI,0.0,93623345.72121212
AZT_3TC_NVP,NNRTI,0.1,93623345.72121212
AZT_3TC__ATV_r,PI,0.1,93623345.72121212
AZT_3TC__LPV_r,PI,0.0,93623345.72121212
AZT_3TC__NVP,NNRTI,0.0,93623345.72121212
DRV_c,PI,0.0,93623345.72121212
DTG_3TC,INSTI,0.0,93623345.72121212
TAF_FTC_BIC,INSTI,0.0,93623345.72121212
TAF_FTC_EVG_c,INSTI,0.0,93623345.72121212
TAF_FTC_RPV,NNRTI,0.0,93623345.72121212
TAF_FTC__DOR,NNRTI,0.0,93623345.72121212
TAF_FTC__DRV_c,PI,0.0,93623345.72121212
TAF_FTC__DRV_r,PI,0.0,93623345.72121212
TAF_FTC__DTG,INSTI,0.0,93623345.72121212
TAF_FTC__RAL,INSTI,0.0,93623345.72121212
TAF_FTC__RPV,NNRTI,0.0,93623345.72121212
TAF__DRV_c,PI,0.0,93623345.72121212
TDF_FTC_EVG_c,INSTI,0.0,93623345.72121212
TDF_FTC_RPV,NNRTI,0.1,93623345.72121212
TDF_FTC__ATV_r,PI,0.0,93623345.72121212
TDF_FTC__DOR,NNRTI,0.0,93623345.72121212
TDF_FTC__DRV_c,PI,0.0,93623345.72121212
TDF_FTC__DRV_r,PI,0.1,93623345.72121212
TDF_FTC__DTG,INSTI,0.0,93623345.72121212
TDF_FTC__EFV,NNRTI,0.1,93623345.72121212
TDF_FTC__LPV_r,PI,0.0,93623345.72121212
TDF_FTC__NVP,NNRTI,0.0,93623345.72121212
TDF_FTC__RAL,INSTI,0.0,93623345.72121212
TDF_FTC__RPV,NNRTI,0.0,93623345.72121212
3TC_ABC__DRV_c,PI,0.0,94420427.50606062
3TC_ABC__DRV_r,PI,0.0,94420427.50606062
3TC__DRV_c,PI,0.2,94420427.50606062
3TC__DRV_r,PI,0.0,94420427.50606062
3TC__DTG,INSTI,0.0,94420427.50606062
3TC__FTC__DRV_c,PI,0.0,94420427.50606062
3TC__FTC__DRV_r,PI,0.0,94420427.50606062
ABC_3TC_DTG,INSTI,0.0,94420427.50606062
ABC_3TC__ATV_r,PI,0.0,94420427.50606062
ABC_3TC__DRV_r,PI,0.0,94420427.50606062
ABC_3TC__DTG,INSTI,0.0,94420427.50606062
ABC_3TC__EFV,NNRTI,0.1,94420427.50606062
ABC_3TC__LPV_r,PI,0.2,94420427.50606062
ABC_3TC__NVP,NNRTI,0.0,94420427.50606062
ABC_3TC__RAL,INSTI,0.0,94420427.50606062
AZT_3TC_NVP,NNRTI,0.1,94420427.50606062
AZT_3TC__ATV_r,PI,0.1,94420427.50606062
AZT_3TC__LPV_r,PI,0.0,94420427.50606062
AZT_3TC__NVP,NNRTI,0.0,94420427.50606062
DRV_c,PI,0.0,94420427.50606062
DTG_3TC,INSTI,0.0,94420427.50606062
TAF_FTC_BIC,INSTI,0.0,94420427.50606062
TAF_FTC_EVG_c,INSTI,0.0,94420427.50606062
TAF_FTC_RPV,NNRTI,0.0,94420427.50606062
TAF_FTC__DOR,NNRTI,0.0,94420427.50606062
TAF_FTC__DRV_c,PI,0.0,94420427.50606062
TAF_FTC__DRV_r,PI,0.0,94420427.50606062
TAF_FTC__DTG,INSTI,0.0,94420427.50606062
TAF_FTC__RAL,INSTI,0.0,94420427.50606062
TAF_FTC__RPV,NNRTI,0.0,94420427.50606062
TAF__DRV_c,PI,0.0,94420427.50606062
TDF_FTC_EVG_c,INSTI,0.0,94420427.50606062
TDF_FTC_RPV,NNRTI,0.1,94420427.50606062
TDF_FTC__ATV_r,PI,0.0,94420427.50606062
TDF_FTC__DOR,NNRTI,0.0,94420427.50606062
TDF_FTC__DRV_c,PI,0.0,94420427.50606062
TDF_FTC__DRV_r,PI,0.1,94420427.50606062
TDF_FTC__DTG,INSTI,0.0,94420427.50606062
TDF_FTC__EFV,NNRTI,0.1,94420427.50606062
TDF_FTC__LPV_r,PI,0.0,94420427.50606062
TDF_FTC__NVP,NNRTI,0.0,94420427.50606062
TDF_FTC__RAL,INSTI,0.0,94420427.50606062
TDF_FTC__RPV,NNRTI,0.0,94420427.50606062
3TC_ABC__DRV_c,PI,0.0,95217509.2909091
3TC_ABC__DRV_r,PI,0.0,95217509.2909091
3TC__DRV_c,PI,0.2,95217509.2909091
3TC__DRV_r,PI,0.0,95217509.2909091
3TC__DTG,INSTI,0.0,95217509.2909091
3TC__FTC__DRV_c,PI,0.0,95217509.2909091
3TC__FTC__DRV_r,PI,0.0,95217509.2909091
ABC_3TC_DTG,INSTI,0.0,95217509.2909091
ABC_3TC__ATV_r,PI,0.0,95217509.2909091
ABC_3TC__DRV_r,PI,0.0,95217509.2909091
ABC_3TC__DTG,INSTI,0.0,95217509.2909091
ABC_3TC__EFV,NNRTI,0.1,95217509.2909091
ABC_3TC__LPV_r,PI,0.2,95217509.2909091
ABC_3TC__NVP,NNRTI,0.0,95217509.2909091
ABC_3TC__RAL,INSTI,0.0,95217509.2909091
AZT_3TC_NVP,NNRTI,0.1,95217509.2909091
AZT_3TC__ATV_r,PI,0.1,95217509.2909091
AZT_3TC__LPV_r,PI,0.0,95217509.2909091
AZT_3TC__NVP,NNRTI,0.0,95217509.2909091
DRV_c,PI,0.0,95217509.2909091
DTG_3TC,INSTI,0.0,95217509.2909091
TAF_FTC_BIC,INSTI,0.0,95217509.2909091
TAF_FTC_EVG_c,INSTI,0.0,95217509.2909091
TAF_FTC_RPV,NNRTI,0.0,95217509.2909091
TAF_FTC__DOR,NNRTI,0.0,95217509.2909091
TAF_FTC__DRV_c,PI,0.0,95217509.2909091
TAF_FTC__DRV_r,PI,0.0,95217509.2909091
TAF_FTC__DTG,INSTI,0.0,95217509.2909091
TAF_FTC__RAL,INSTI,0.0,95217509.2909091
TAF_FTC__RPV,NNRTI,0.0,95217509.2909091
TAF__DRV_c,PI,0.0,95217509.2909091
TDF_FTC_EVG_c,INSTI,0.0,95217509.2909091
TDF_FTC_RPV,NNRTI,0.1,95217509.2909091
TDF_FTC__ATV_r,PI,0.0,95217509.2909091
TDF_FTC__DOR,NNRTI,0.0,95217509.2909091
TDF_FTC__DRV_c,PI,0.0,95217509.2909091
TDF_FTC__DRV_r,PI,0.1,95217509.2909091
TDF_FTC__DTG,INSTI,0.0,95217509.2909091
TDF_FTC__EFV,NNRTI,0.1,95217509.2909091
TDF_FTC__LPV_r,PI,0.0,95217509.2909091
TDF_FTC__NVP,NNRTI,0.0,95217509.2909091
TDF_FTC__RAL,INSTI,0.0,95217509.2909091
TDF_FTC__RPV,NNRTI,0.0,95217509.2909091
3TC_ABC__DRV_c,PI,0.0,96014591.07575758
3TC_ABC__DRV_r,PI,0.0,96014591.07575758
3TC__DRV_c,PI,0.2,96014591.07575758
3TC__DRV_r,PI,0.0,96014591.07575758
3TC__DTG,INSTI,0.0,96014591.07575758
3TC__FTC__DRV_c,PI,0.0,96014591.07575758
3TC__FTC__DRV_r,PI,0.0,96014591.07575758
ABC_3TC_DTG,INSTI,0.0,96014591.07575758
ABC_3TC__ATV_r,PI,0.0,96014591.07575758
ABC_3TC__DRV_r,PI,0.0,96014591.07575758
ABC_3TC__DTG,INSTI,0.0,96014591.07575758
ABC_3TC__EFV,NNRTI,0.1,96014591.07575758
ABC_3TC__LPV_r,PI,0.2,96014591.07575758
ABC_3TC__NVP,NNRTI,0.0,96014591.07575758
ABC_3TC__RAL,INSTI,0.0,96014591.07575758
AZT_3TC_NVP,NNRTI,0.1,96014591.07575758
AZT_3TC__ATV_r,PI,0.1,96014591.07575758
AZT_3TC__LPV_r,PI,0.0,96014591.07575758
AZT_3TC__NVP,NNRTI,0.0,96014591.07575758
DRV_c,PI,0.0,96014591.07575758
DTG_3TC,INSTI,0.0,96014591.07575758
TAF_FTC_BIC,INSTI,0.0,96014591.07575758
TAF_FTC_EVG_c,INSTI,0.0,96014591.07575758
TAF_FTC_RPV,NNRTI,0.0,96014591.07575758
TAF_FTC__DOR,NNRTI,0.0,96014591.07575758
TAF_FTC__DRV_c,PI,0.0,96014591.07575758
TAF_FTC__DRV_r,PI,0.0,96014591.07575758
TAF_FTC__DTG,INSTI,0.0,96014591.07575758
TAF_FTC__RAL,INSTI,0.0,96014591.07575758
TAF_FTC__RPV,NNRTI,0.0,96014591.07575758
TAF__DRV_c,PI,0.0,96014591.07575758
TDF_FTC_EVG_c,INSTI,0.0,96014591.07575758
TDF_FTC_RPV,NNRTI,0.1,96014591.07575758
TDF_FTC__ATV_r,PI,0.0,96014591.07575758
TDF_FTC__DOR,NNRTI,0.0,96014591.07575758
TDF_FTC__DRV_c,PI,0.0,96014591.07575758
TDF_FTC__DRV_r,PI,0.1,96014591.07575758
TDF_FTC__DTG,INSTI,0.0,96014591.07575758
TDF_FTC__EFV,NNRTI,0.1,96014591.07575758
TDF_FTC__LPV_r,PI,0.0,96014591.07575758
TDF_FTC__NVP,NNRTI,0.0,96014591.07575758
TDF_FTC__RAL,INSTI,0.0,96014591.07575758
TDF_FTC__RPV,NNRTI,0.0,96014591.07575758
3TC_ABC__DRV_c,PI,0.0,96811672.86060606
3TC_ABC__DRV_r,PI,0.0,96811672.86060606
3TC__DRV_c,PI,0.2,96811672.86060606
3TC__DRV_r,PI,0.0,96811672.86060606
3TC__DTG,INSTI,0.0,96811672.86060606
3TC__FTC__DRV_c,PI,0.0,96811672.86060606
3TC__FTC__DRV_r,PI,0.0,96811672.86060606
ABC_3TC_DTG,INSTI,0.0,96811672.86060606
ABC_3TC__ATV_r,PI,0.0,96811672.86060606
ABC_3TC__DRV_r,PI,0.0,96811672.86060606
ABC_3TC__DTG,INSTI,0.0,96811672.86060606
ABC_3TC__EFV,NNRTI,0.1,96811672.86060606
ABC_3TC__LPV_r,PI,0.2,96811672.86060606
ABC_3TC__NVP,NNRTI,0.0,96811672.86060606
ABC_3TC__RAL,INSTI,0.0,96811672.86060606
AZT_3TC_NVP,NNRTI,0.1,96811672.86060606
AZT_3TC__ATV_r,PI,0.1,96811672.86060606
AZT_3TC__LPV_r,PI,0.0,96811672.86060606
AZT_3TC__NVP,NNRTI,0.0,96811672.86060606
DRV_c,PI,0.0,96811672.86060606
DTG_3TC,INSTI,0.0,96811672.86060606
TAF_FTC_BIC,INSTI,0.0,96811672.86060606
TAF_FTC_EVG_c,INSTI,0.0,96811672.86060606
TAF_FTC_RPV,NNRTI,0.0,96811672.86060606
TAF_FTC__DOR,NNRTI,0.0,96811672.86060606
TAF_FTC__DRV_c,PI,0.0,96811672.86060606
TAF_FTC__DRV_r,PI,0.0,96811672.86060606
TAF_FTC__DTG,INSTI,0.0,96811672.86060606
TAF_FTC__RAL,INSTI,0.0,96811672.86060606
TAF_FTC__RPV,NNRTI,0.0,96811672.86060606
TAF__DRV_c,PI,0.0,96811672.86060606
TDF_FTC_EVG_c,INSTI,0.0,96811672.86060606
TDF_FTC_RPV,NNRTI,0.1,96811672.86060606
TDF_FTC__ATV_r,PI,0.0,96811672.86060606
TDF_FTC__DOR,NNRTI,0.0,96811672.86060606
TDF_FTC__DRV_c,PI,0.0,96811672.86060606
TDF_FTC__DRV_r,PI,0.1,96811672.86060606
TDF_FTC__DTG,INSTI,0.0,96811672.86060606
TDF_FTC__EFV,NNRTI,0.1,96811672.86060606
TDF_FTC__LPV_r,PI,0.0,96811672.86060606
TDF_FTC__NVP,NNRTI,0.0,96811672.86060606
TDF_FTC__RAL,INSTI,0.0,96811672.86060606
TDF_FTC__RPV,NNRTI,0.0,96811672.86060606
3TC_ABC__DRV_c,PI,0.0,97608754.64545454
3TC_ABC__DRV_r,PI,0.0,97608754.64545454
3TC__DRV_c,PI,0.2,97608754.64545454
3TC__DRV_r,PI,0.0,97608754.64545454
3TC__DTG,INSTI,0.0,97608754.64545454
3TC__FTC__DRV_c,PI,0.0,97608754.64545454
3TC__FTC__DRV_r,PI,0.0,97608754.64545454
ABC_3TC_DTG,INSTI,0.0,97608754.64545454
ABC_3TC__ATV_r,PI,0.0,97608754.64545454
ABC_3TC__DRV_r,PI,0.0,97608754.64545454
ABC_3TC__DTG,INSTI,0.0,97608754.64545454
ABC_3TC__EFV,NNRTI,0.1,97608754.64545454
ABC_3TC__LPV_r,PI,0.2,97608754.64545454
ABC_3TC__NVP,NNRTI,0.0,97608754.64545454
ABC_3TC__RAL,INSTI,0.0,97608754.64545454
AZT_3TC_NVP,NNRTI,0.1,97608754.64545454
AZT_3TC__ATV_r,PI,0.1,97608754.64545454
AZT_3TC__LPV_r,PI,0.0,97608754.64545454
AZT_3TC__NVP,NNRTI,0.0,97608754.64545454
DRV_c,PI,0.0,97608754.64545454
DTG_3TC,INSTI,0.0,97608754.64545454
TAF_FTC_BIC,INSTI,0.0,97608754.64545454
TAF_FTC_EVG_c,INSTI,0.0,97608754.64545454
TAF_FTC_RPV,NNRTI,0.0,97608754.64545454
TAF_FTC__DOR,NNRTI,0.0,97608754.64545454
TAF_FTC__DRV_c,PI,0.0,97608754.64545454
TAF_FTC__DRV_r,PI,0.0,97608754.64545454
TAF_FTC__DTG,INSTI,0.0,97608754.64545454
TAF_FTC__RAL,INSTI,0.0,97608754.64545454
TAF_FTC__RPV,NNRTI,0.0,97608754.64545454
TAF__DRV_c,PI,0.0,97608754.64545454
TDF_FTC_EVG_c,INSTI,0.0,97608754.64545454
TDF_FTC_RPV,NNRTI,0.1,97608754.64545454
TDF_FTC__ATV_r,PI,0.0,97608754.64545454
TDF_FTC__DOR,NNRTI,0.0,97608754.64545454
TDF_FTC__DRV_c,PI,0.0,97608754.64545454
TDF_FTC__DRV_r,PI,0.1,97608754.64545454
TDF_FTC__DTG,INSTI,0.0,97608754.64545454
TDF_FTC__EFV,NNRTI,0.1,97608754.64545454
TDF_FTC__LPV_r,PI,0.0,97608754.64545454
TDF_FTC__NVP,NNRTI,0.0,97608754.64545454
TDF_FTC__RAL,INSTI,0.0,97608754.64545454
TDF_FTC__RPV,NNRTI,0.0,97608754.64545454
3TC_ABC__DRV_c,PI,0.0,98405836.43030304
3TC_ABC__DRV_r,PI,0.0,98405836.43030304
3TC__DRV_c,PI,0.2,98405836.43030304
3TC__DRV_r,PI,0.0,98405836.43030304
3TC__DTG,INSTI,0.0,98405836.43030304
3TC__FTC__DRV_c,PI,0.0,98405836.43030304
3TC__FTC__DRV_r,PI,0.0,98405836.43030304
ABC_3TC_DTG,INSTI,0.0,98405836.43030304
ABC_3TC__ATV_r,PI,0.0,98405836.43030304
ABC_3TC__DRV_r,PI,0.0,98405836.43030304
ABC_3TC__DTG,INSTI,0.0,98405836.43030304
ABC_3TC__EFV,NNRTI,0.1,98405836.43030304
ABC_3TC__LPV_r,PI,0.2,98405836.43030304
ABC_3TC__NVP,NNRTI,0.0,98405836.43030304
ABC_3TC__RAL,INSTI,0.0,98405836.43030304
AZT_3TC_NVP,NNRTI,0.1,98405836.43030304
AZT_3TC__ATV_r,PI,0.1,98405836.43030304
AZT_3TC__LPV_r,PI,0.0,98405836.43030304
AZT_3TC__NVP,NNRTI,0.0,98405836.43030304
DRV_c,PI,0.0,98405836.43030304
DTG_3TC,INSTI,0.0,98405836.43030304
TAF_FTC_BIC,INSTI,0.0,98405836.43030304
TAF_FTC_EVG_c,INSTI,0.0,98405836.43030304
TAF_FTC_RPV,NNRTI,0.0,98405836.43030304
TAF_FTC__DOR,NNRTI,0.0,98405836.43030304
TAF_FTC__DRV_c,PI,0.0,98405836.43030304
TAF_FTC__DRV_r,PI,0.0,98405836.43030304
TAF_FTC__DTG,INSTI,0.0,98405836.43030304
TAF_FTC__RAL,INSTI,0.0,98405836.43030304
TAF_FTC__RPV,NNRTI,0.0,98405836.43030304
TAF__DRV_c,PI,0.0,98405836.43030304
TDF_FTC_EVG_c,INSTI,0.0,98405836.43030304
TDF_FTC_RPV,NNRTI,0.1,98405836.43030304
TDF_FTC__ATV_r,PI,0.0,98405836.43030304
TDF_FTC__DOR,NNRTI,0.0,98405836.43030304
TDF_FTC__DRV_c,PI,0.0,98405836.43030304
TDF_FTC__DRV_r,PI,0.1,98405836.43030304
TDF_FTC__DTG,INSTI,0.0,98405836.43030304
TDF_FTC__EFV,NNRTI,0.1,98405836.43030304
TDF_FTC__LPV_r,PI,0.0,98405836.43030304
TDF_FTC__NVP,NNRTI,0.0,98405836.43030304
TDF_FTC__RAL,INSTI,0.0,98405836.43030304
TDF_FTC__RPV,NNRTI,0.0,98405836.43030304
3TC_ABC__DRV_c,PI,0.0,99202918.21515152
3TC_ABC__DRV_r,PI,0.0,99202918.21515152
3TC__DRV_c,PI,0.2,99202918.21515152
3TC__DRV_r,PI,0.0,99202918.21515152
3TC__DTG,INSTI,0.0,99202918.21515152
3TC__FTC__DRV_c,PI,0.0,99202918.21515152
3TC__FTC__DRV_r,PI,0.0,99202918.21515152
ABC_3TC_DTG,INSTI,0.0,99202918.21515152
ABC_3TC__ATV_r,PI,0.0,99202918.21515152
ABC_3TC__DRV_r,PI,0.0,99202918.21515152
ABC_3TC__DTG,INSTI,0.0,99202918.21515152
ABC_3TC__EFV,NNRTI,0.1,99202918.21515152
ABC_3TC__LPV_r,PI,0.2,99202918.21515152
ABC_3TC__NVP,NNRTI,0.0,99202918.21515152
ABC_3TC__RAL,INSTI,0.0,99202918.21515152
AZT_3TC_NVP,NNRTI,0.1,99202918.21515152
AZT_3TC__ATV_r,PI,0.1,99202918.21515152
AZT_3TC__LPV_r,PI,0.0,99202918.21515152
AZT_3TC__NVP,NNRTI,0.0,99202918.21515152
DRV_c,PI,0.0,99202918.21515152
DTG_3TC,INSTI,0.0,99202918.21515152
TAF_FTC_BIC,INSTI,0.0,99202918.21515152
TAF_FTC_EVG_c,INSTI,0.0,99202918.21515152
TAF_FTC_RPV,NNRTI,0.0,99202918.21515152
TAF_FTC__DOR,NNRTI,0.0,99202918.21515152
TAF_FTC__DRV_c,PI,0.0,99202918.21515152
TAF_FTC__DRV_r,PI,0.0,99202918.21515152
TAF_FTC__DTG,INSTI,0.0,99202918.21515152
TAF_FTC__RAL,INSTI,0.0,99202918.21515152
TAF_FTC__RPV,NNRTI,0.0,99202918.21515152
TAF__DRV_c,PI,0.0,99202918.21515152
TDF_FTC_EVG_c,INSTI,0.0,99202918.21515152
TDF_FTC_RPV,NNRTI,0.1,99202918.21515152
TDF_FTC__ATV_r,PI,0.0,99202918.21515152
TDF_FTC__DOR,NNRTI,0.0,99202918.21515152
TDF_FTC__DRV_c,PI,0.0,99202918.21515152
TDF_FTC__DRV_r,PI,0.1,99202918.21515152
TDF_FTC__DTG,INSTI,0.0,99202918.21515152
TDF_FTC__EFV,NNRTI,0.1,99202918.21515152
TDF_FTC__LPV_r,PI,0.0,99202918.21515152
TDF_FTC__NVP,NNRTI,0.0,99202918.21515152
TDF_FTC__RAL,INSTI,0.0,99202918.21515152
TDF_FTC__RPV,NNRTI,0.0,99202918.21515152
3TC_ABC__DRV_c,PI,0.0,100000000.0
3TC_ABC__DRV_r,PI,0.0,100000000.0
3TC__DRV_c,PI,0.2,100000000.0
3TC__DRV_r,PI,0.0,100000000.0
3TC__DTG,INSTI,0.0,100000000.0
3TC__FTC__DRV_c,PI,0.0,100000000.0
3TC__FTC__DRV_r,PI,0.0,100000000.0
ABC_3TC_DTG,INSTI,0.0,100000000.0
ABC_3TC__ATV_r,PI,0.0,100000000.0
ABC_3TC__DRV_r,PI,0.0,100000000.0
ABC_3TC__DTG,INSTI,0.0,100000000.0
ABC_3TC__EFV,NNRTI,0.1,100000000.0
ABC_3TC__LPV_r,PI,0.2,100000000.0
ABC_3TC__NVP,NNRTI,0.0,100000000.0
ABC_3TC__RAL,INSTI,0.0,100000000.0
AZT_3TC_NVP,NNRTI,0.1,100000000.0
AZT_3TC__ATV_r,PI,0.1,100000000.0
AZT_3TC__LPV_r,PI,0.0,100000000.0
AZT_3TC__NVP,NNRTI,0.0,100000000.0
DRV_c,PI,0.0,100000000.0
DTG_3TC,INSTI,0.0,100000000.0
TAF_FTC_BIC,INSTI,0.0,100000000.0
TAF_FTC_EVG_c,INSTI,0.0,100000000.0
TAF_FTC_RPV,NNRTI,0.0,100000000.0
TAF_FTC__DOR,NNRTI,0.0,100000000.0
TAF_FTC__DRV_c,PI,0.0,100000000.0
TAF_FTC__DRV_r,PI,0.0,100000000.0
TAF_FTC__DTG,INSTI,0.0,100000000.0
TAF_FTC__RAL,INSTI,0.0,100000000.0
TAF_FTC__RPV,NNRTI,0.0,100000000.0
TAF__DRV_c,PI,0.0,100000000.0
TDF_FTC_EVG_c,INSTI,0.0,100000000.0
TDF_FTC_RPV,NNRTI,0.1,100000000.0
TDF_FTC__ATV_r,PI,0.0,100000000.0
TDF_FTC__DOR,NNRTI,0.0,100000000.0
TDF_FTC__DRV_c,PI,0.0,100000000.0
TDF_FTC__DRV_r,PI,0.1,100000000.0
TDF_FTC__DTG,INSTI,0.0,100000000.0
TDF_FTC__EFV,NNRTI,0.1,100000000.0
TDF_FTC__LPV_r,PI,0.0,100000000.0
TDF_FTC__NVP,NNRTI,0.0,100000000.0
TDF_FTC__RAL,INSTI,0.0,100000000.0
TDF_FTC__RPV,NNRTI,0.0,100000000.0
