Terapia,Grupo,Probabilidad,Disponibilidad a pagar
TDF_FTC__EFV,NNRTI,0.1,56957583.618181825
TDF_FTC__LPV_r,PI,0.0,56957583.618181825
TDF_FTC__NVP,NNRTI,0.0,56957583.618181825
TDF_FTC__RAL,INSTI,0.0,56957583.618181825
TDF_FTC__RPV,NNRTI,0.0,56957583.618181825
3TC_ABC__DRV_c,PI,0.0,57754665.403030306
3TC_ABC__DRV_r,PI,0.0,57754665.403030306
3TC__DRV_c,PI,0.2,57754665.403030306
3TC__DRV_r,PI,0.0,57754665.403030306
3TC__DTG,INSTI,0.0,57754665.403030306
3TC__FTC__DRV_c,PI,0.0,57754665.403030306
3TC__FTC__DRV_r,PI,0.0,57754665.403030306
ABC_3TC_DTG,INSTI,0.0,57754665.403030306
ABC_3TC__ATV_r,PI,0.0,57754665.403030306
ABC_3TC__DRV_r,PI,0.0,57754665.403030306
ABC_3TC__DTG,INSTI,0.0,57754665.403030306
ABC_3TC__EFV,NNRTI,0.1,57754665.403030306
ABC_3TC__LPV_r,PI,0.2,57754665.403030306
ABC_3TC__NVP,NNRTI,0.0,57754665.403030306
ABC_3TC__RAL,INSTI,0.0,57754665.403030306
AZT_3TC_NVP,NNRTI,0.1,57754665.403030306
AZT_3TC__ATV_r,PI,0.1,57754665.403030306
AZT_3TC__LPV_r,PI,0.0,57754665.403030306
AZT_3TC__NVP,NNRTI,0.0,57754665.403030306
DRV_c,PI,0.0,57754665.403030306
DTG_3TC,INSTI,0.0,57754665.403030306
TAF_FTC_BIC,INSTI,0.0,57754665.403030306
TAF_FTC_EVG_c,INSTI,0.0,57754665.403030306
TAF_FTC_RPV,NNRTI,0.0,57754665.403030306
TAF_FTC__DOR,NNRTI,0.0,57754665.403030306
TAF_FTC__DRV_c,PI,0.0,57754665.403030306
TAF_FTC__DRV_r,PI,0.0,57754665.403030306
TAF_FTC__DTG,INSTI,0.0,57754665.403030306
TAF_FTC__RAL,INSTI,0.0,57754665.403030306
TAF_FTC__RPV,NNRTI,0.0,57754665.403030306
TAF__DRV_c,PI,0.0,57754665.403030306
TDF_FTC_EVG_c,INSTI,0.0,57754665.403030306
TDF_FTC_RPV,NNRTI,0.1,57754665.403030306
TDF_FTC__ATV_r,PI,0.0,57754665.403030306
TDF_FTC__DOR,NNRTI,0.0,57754665.403030306
TDF_FTC__DRV_c,PI,0.0,57754665.403030306
TDF_FTC__DRV_r,PI,0.1,57754665.403030306
TDF_FTC__DTG,INSTI,0.0,57754665.403030306
TDF_FTC__EFV,NNRTI,0.1,57754665.403030306
TDF_FTC__LPV_r,PI,0.0,57754665.403030306
TDF_FTC__NVP,NNRTI,0.0,57754665.403030306
TDF_FTC__RAL,INSTI,0.0,57754665.403030306
TDF_FTC__RPV,NNRTI,0.0,57754665.403030306
3TC_ABC__DRV_c,PI,0.0,58551747.18787879
3TC_ABC__DRV_r,PI,0.0,58551747.18787879
3TC__DRV_c,PI,0.2,58551747.18787879
3TC__DRV_r,PI,0.0,58551747.18787879
3TC__DTG,INSTI,0.0,58551747.18787879
3TC__FTC__DRV_c,PI,0.0,58551747.18787879
3TC__FTC__DRV_r,PI,0.0,58551747.18787879
ABC_3TC_DTG,INSTI,0.0,58551747.18787879
ABC_3TC__ATV_r,PI,0.0,58551747.18787879
ABC_3TC__DRV_r,PI,0.0,58551747.18787879
ABC_3TC__DTG,INSTI,0.0,58551747.18787879
ABC_3TC__EFV,NNRTI,0.1,58551747.18787879
ABC_3TC__LPV_r,PI,0.2,58551747.18787879
ABC_3TC__NVP,NNRTI,0.0,58551747.18787879
ABC_3TC__RAL,INSTI,0.0,58551747.18787879
AZT_3TC_NVP,NNRTI,0.1,58551747.18787879
AZT_3TC__ATV_r,PI,0.1,58551747.18787879
AZT_3TC__LPV_r,PI,0.0,58551747.18787879
AZT_3TC__NVP,NNRTI,0.0,58551747.18787879
DRV_c,PI,0.0,58551747.18787879
DTG_3TC,INSTI,0.0,58551747.18787879
TAF_FTC_BIC,INSTI,0.0,58551747.18787879
TAF_FTC_EVG_c,INSTI,0.0,58551747.18787879
TAF_FTC_RPV,NNRTI,0.0,58551747.18787879
TAF_FTC__DOR,NNRTI,0.0,58551747.18787879
TAF_FTC__DRV_c,PI,0.0,58551747.18787879
TAF_FTC__DRV_r,PI,0.0,58551747.18787879
TAF_FTC__DTG,INSTI,0.0,58551747.18787879
TAF_FTC__RAL,INSTI,0.0,58551747.18787879
TAF_FTC__RPV,NNRTI,0.0,58551747.18787879
TAF__DRV_c,PI,0.0,58551747.18787879
TDF_FTC_EVG_c,INSTI,0.0,58551747.18787879
TDF_FTC_RPV,NNRTI,0.1,58551747.18787879
TDF_FTC__ATV_r,PI,0.0,58551747.18787879
TDF_FTC__DOR,NNRTI,0.0,58551747.18787879
TDF_FTC__DRV_c,PI,0.0,58551747.18787879
TDF_FTC__DRV_r,PI,0.1,58551747.18787879
TDF_FTC__DTG,INSTI,0.0,58551747.18787879
TDF_FTC__EFV,NNRTI,0.1,58551747.18787879
TDF_FTC__LPV_r,PI,0.0,58551747.18787879
TDF_FTC__NVP,NNRTI,0.0,58551747.18787879
TDF_FTC__RAL,INSTI,0.0,58551747.18787879
TDF_FTC__RPV,NNRTI,0.0,58551747.18787879
3TC_ABC__DRV_c,PI,0.0,59348828.97272727
3TC_ABC__DRV_r,PI,0.0,59348828.97272727
3TC__DRV_c,PI,0.2,59348828.97272727
3TC__DRV_r,PI,0.0,59348828.97272727
3TC__DTG,INSTI,0.0,59348828.97272727
3TC__FTC__DRV_c,PI,0.0,59348828.97272727
3TC__FTC__DRV_r,PI,0.0,59348828.97272727
ABC_3TC_DTG,INSTI,0.0,59348828.97272727
ABC_3TC__ATV_r,PI,0.0,59348828.97272727
ABC_3TC__DRV_r,PI,0.0,59348828.97272727
ABC_3TC__DTG,INSTI,0.0,59348828.97272727
ABC_3TC__EFV,NNRTI,0.1,59348828.97272727
ABC_3TC__LPV_r,PI,0.2,59348828.97272727
ABC_3TC__NVP,NNRTI,0.0,59348828.97272727
ABC_3TC__RAL,INSTI,0.0,59348828.97272727
AZT_3TC_NVP,NNRTI,0.1,59348828.97272727
AZT_3TC__ATV_r,PI,0.1,59348828.97272727
AZT_3TC__LPV_r,PI,0.0,59348828.97272727
AZT_3TC__NVP,NNRTI,0.0,59348828.97272727
DRV_c,PI,0.0,59348828.97272727
DTG_3TC,INSTI,0.0,59348828.97272727
TAF_FTC_BIC,INSTI,0.0,59348828.97272727
TAF_FTC_EVG_c,INSTI,0.0,59348828.97272727
TAF_FTC_RPV,NNRTI,0.0,59348828.97272727
TAF_FTC__DOR,NNRTI,0.0,59348828.97272727
TAF_FTC__DRV_c,PI,0.0,59348828.97272727
TAF_FTC__DRV_r,PI,0.0,59348828.97272727
TAF_FTC__DTG,INSTI,0.0,59348828.97272727
TAF_FTC__RAL,INSTI,0.0,59348828.97272727
TAF_FTC__RPV,NNRTI,0.0,59348828.97272727
TAF__DRV_c,PI,0.0,59348828.97272727
TDF_FTC_EVG_c,INSTI,0.0,59348828.97272727
TDF_FTC_RPV,NNRTI,0.1,59348828.97272727
TDF_FTC__ATV_r,PI,0.0,59348828.97272727
TDF_FTC__DOR,NNRTI,0.0,59348828.97272727
TDF_FTC__DRV_c,PI,0.0,59348828.97272727
TDF_FTC__DRV_r,PI,0.1,59348828.97272727
TDF_FTC__DTG,INSTI,0.0,59348828.97272727
TDF_FTC__EFV,NNRTI,0.1,59348828.97272727
TDF_FTC__LPV_r,PI,0.0,59348828.97272727
TDF_FTC__NVP,NNRTI,0.0,59348828.97272727
TDF_FTC__RAL,INSTI,0.0,59348828.97272727
TDF_FTC__RPV,NNRTI,0.0,59348828.97272727
3TC_ABC__DRV_c,PI,0.0,60145910.757575765
3TC_ABC__DRV_r,PI,0.0,60145910.757575765
3TC__DRV_c,PI,0.2,60145910.757575765
3TC__DRV_r,PI,0.0,60145910.757575765
3TC__DTG,INSTI,0.0,60145910.757575765
3TC__FTC__DRV_c,PI,0.0,60145910.757575765
3TC__FTC__DRV_r,PI,0.0,60145910.757575765
ABC_3TC_DTG,INSTI,0.0,60145910.757575765
ABC_3TC__ATV_r,PI,0.0,60145910.757575765
ABC_3TC__DRV_r,PI,0.0,60145910.757575765
ABC_3TC__DTG,INSTI,0.0,60145910.757575765
ABC_3TC__EFV,NNRTI,0.1,60145910.757575765
ABC_3TC__LPV_r,PI,0.2,60145910.757575765
ABC_3TC__NVP,NNRTI,0.0,60145910.757575765
ABC_3TC__RAL,INSTI,0.0,60145910.757575765
AZT_3TC_NVP,NNRTI,0.1,60145910.757575765
AZT_3TC__ATV_r,PI,0.1,60145910.757575765
AZT_3TC__LPV_r,PI,0.0,60145910.757575765
AZT_3TC__NVP,NNRTI,0.0,60145910.757575765
DRV_c,PI,0.0,60145910.757575765
DTG_3TC,INSTI,0.0,60145910.757575765
TAF_FTC_BIC,INSTI,0.0,60145910.757575765
TAF_FTC_EVG_c,INSTI,0.0,60145910.757575765
TAF_FTC_RPV,NNRTI,0.0,60145910.757575765
TAF_FTC__DOR,NNRTI,0.0,60145910.757575765
TAF_FTC__DRV_c,PI,0.0,60145910.757575765
TAF_FTC__DRV_r,PI,0.0,60145910.757575765
TAF_FTC__DTG,INSTI,0.0,60145910.757575765
TAF_FTC__RAL,INSTI,0.0,60145910.757575765
TAF_FTC__RPV,NNRTI,0.0,60145910.757575765
TAF__DRV_c,PI,0.0,60145910.757575765
TDF_FTC_EVG_c,INSTI,0.0,60145910.757575765
TDF_FTC_RPV,NNRTI,0.1,60145910.757575765
TDF_FTC__ATV_r,PI,0.0,60145910.757575765
TDF_FTC__DOR,NNRTI,0.0,60145910.757575765
TDF_FTC__DRV_c,PI,0.0,60145910.757575765
TDF_FTC__DRV_r,PI,0.1,60145910.757575765
TDF_FTC__DTG,INSTI,0.0,60145910.757575765
TDF_FTC__EFV,NNRTI,0.1,60145910.757575765
TDF_FTC__LPV_r,PI,0.0,60145910.757575765
TDF_FTC__NVP,NNRTI,0.0,60145910.757575765
TDF_FTC__RAL,INSTI,0.0,60145910.757575765
TDF_FTC__RPV,NNRTI,0.0,60145910.757575765
3TC_ABC__DRV_c,PI,0.0,60942992.54242425
3TC_ABC__DRV_r,PI,0.0,60942992.54242425
3TC__DRV_c,PI,0.2,60942992.54242425
3TC__DRV_r,PI,0.0,60942992.54242425
3TC__DTG,INSTI,0.0,60942992.54242425
3TC__FTC__DRV_c,PI,0.0,60942992.54242425
3TC__FTC__DRV_r,PI,0.0,60942992.54242425
ABC_3TC_DTG,INSTI,0.0,60942992.54242425
ABC_3TC__ATV_r,PI,0.0,60942992.54242425
ABC_3TC__DRV_r,PI,0.0,60942992.54242425
ABC_3TC__DTG,INSTI,0.0,60942992.54242425
ABC_3TC__EFV,NNRTI,0.1,60942992.54242425
ABC_3TC__LPV_r,PI,0.2,60942992.54242425
ABC_3TC__NVP,NNRTI,0.0,60942992.54242425
ABC_3TC__RAL,INSTI,0.0,60942992.54242425
AZT_3TC_NVP,NNRTI,0.1,60942992.54242425
AZT_3TC__ATV_r,PI,0.1,60942992.54242425
AZT_3TC__LPV_r,PI,0.0,60942992.54242425
AZT_3TC__NVP,NNRTI,0.0,60942992.54242425
DRV_c,PI,0.0,60942992.54242425
DTG_3TC,INSTI,0.0,60942992.54242425
TAF_FTC_BIC,INSTI,0.0,60942992.54242425
TAF_FTC_EVG_c,INSTI,0.0,60942992.54242425
TAF_FTC_RPV,NNRTI,0.0,60942992.54242425
TAF_FTC__DOR,NNRTI,0.0,60942992.54242425
TAF_FTC__DRV_c,PI,0.0,60942992.54242425
TAF_FTC__DRV_r,PI,0.0,60942992.54242425
TAF_FTC__DTG,INSTI,0.0,60942992.54242425
TAF_FTC__RAL,INSTI,0.0,60942992.54242425
TAF_FTC__RPV,NNRTI,0.0,60942992.54242425
TAF__DRV_c,PI,0.0,60942992.54242425
TDF_FTC_EVG_c,INSTI,0.0,60942992.54242425
TDF_FTC_RPV,NNRTI,0.1,60942992.54242425
TDF_FTC__ATV_r,PI,0.0,60942992.54242425
TDF_FTC__DOR,NNRTI,0.0,60942992.54242425
TDF_FTC__DRV_c,PI,0.0,60942992.54242425
TDF_FTC__DRV_r,PI,0.1,60942992.54242425
TDF_FTC__DTG,INSTI,0.0,60942992.54242425
TDF_FTC__EFV,NNRTI,0.1,60942992.54242425
TDF_FTC__LPV_r,PI,0.0,60942992.54242425
TDF_FTC__NVP,NNRTI,0.0,60942992.54242425
TDF_FTC__RAL,INSTI,0.0,60942992.54242425
TDF_FTC__RPV,NNRTI,0.0,60942992.54242425
3TC_ABC__DRV_c,PI,0.0,61740074.32727273
3TC_ABC__DRV_r,PI,0.0,61740074.32727273
3TC__DRV_c,PI,0.2,61740074.32727273
3TC__DRV_r,PI,0.0,61740074.32727273
3TC__DTG,INSTI,0.0,61740074.32727273
3TC__FTC__DRV_c,PI,0.0,61740074.32727273
3TC__FTC__DRV_r,PI,0.0,61740074.32727273
ABC_3TC_DTG,INSTI,0.0,61740074.32727273
ABC_3TC__ATV_r,PI,0.0,61740074.32727273
ABC_3TC__DRV_r,PI,0.0,61740074.32727273
ABC_3TC__DTG,INSTI,0.0,61740074.32727273
ABC_3TC__EFV,NNRTI,0.1,61740074.32727273
ABC_3TC__LPV_r,PI,0.2,61740074.32727273
ABC_3TC__NVP,NNRTI,0.0,61740074.32727273
ABC_3TC__RAL,INSTI,0.0,61740074.32727273
AZT_3TC_NVP,NNRTI,0.1,61740074.32727273
AZT_3TC__ATV_r,PI,0.1,61740074.32727273
AZT_3TC__LPV_r,PI,0.0,61740074.32727273
AZT_3TC__NVP,NNRTI,0.0,61740074.32727273
DRV_c,PI,0.0,61740074.32727273
DTG_3TC,INSTI,0.0,61740074.32727273
TAF_FTC_BIC,INSTI,0.0,61740074.32727273
TAF_FTC_EVG_c,INSTI,0.0,61740074.32727273
TAF_FTC_RPV,NNRTI,0.0,61740074.32727273
TAF_FTC__DOR,NNRTI,0.0,61740074.32727273
TAF_FTC__DRV_c,PI,0.0,61740074.32727273
TAF_FTC__DRV_r,PI,0.0,61740074.32727273
TAF_FTC__DTG,INSTI,0.0,61740074.32727273
TAF_FTC__RAL,INSTI,0.0,61740074.32727273
TAF_FTC__RPV,NNRTI,0.0,61740074.32727273
TAF__DRV_c,PI,0.0,61740074.32727273
TDF_FTC_EVG_c,INSTI,0.0,61740074.32727273
TDF_FTC_RPV,NNRTI,0.1,61740074.32727273
TDF_FTC__ATV_r,PI,0.0,61740074.32727273
TDF_FTC__DOR,NNRTI,0.0,61740074.32727273
TDF_FTC__DRV_c,PI,0.0,61740074.32727273
TDF_FTC__DRV_r,PI,0.1,61740074.32727273
TDF_FTC__DTG,INSTI,0.0,61740074.32727273
TDF_FTC__EFV,NNRTI,0.1,61740074.32727273
TDF_FTC__LPV_r,PI,0.0,61740074.32727273
TDF_FTC__NVP,NNRTI,0.0,61740074.32727273
TDF_FTC__RAL,INSTI,0.0,61740074.32727273
TDF_FTC__RPV,NNRTI,0.0,61740074.32727273
3TC_ABC__DRV_c,PI,0.0,62537156.11212121
3TC_ABC__DRV_r,PI,0.0,62537156.11212121
3TC__DRV_c,PI,0.2,62537156.11212121
3TC__DRV_r,PI,0.0,62537156.11212121
3TC__DTG,INSTI,0.0,62537156.11212121
3TC__FTC__DRV_c,PI,0.0,62537156.11212121
3TC__FTC__DRV_r,PI,0.0,62537156.11212121
ABC_3TC_DTG,INSTI,0.0,62537156.11212121
ABC_3TC__ATV_r,PI,0.0,62537156.11212121
ABC_3TC__DRV_r,PI,0.0,62537156.11212121
ABC_3TC__DTG,INSTI,0.0,62537156.11212121
ABC_3TC__EFV,NNRTI,0.1,62537156.11212121
ABC_3TC__LPV_r,PI,0.2,62537156.11212121
ABC_3TC__NVP,NNRTI,0.0,62537156.11212121
ABC_3TC__RAL,INSTI,0.0,62537156.11212121
AZT_3TC_NVP,NNRTI,0.1,62537156.11212121
AZT_3TC__ATV_r,PI,0.1,62537156.11212121
AZT_3TC__LPV_r,PI,0.0,62537156.11212121
AZT_3TC__NVP,NNRTI,0.0,62537156.11212121
DRV_c,PI,0.0,62537156.11212121
DTG_3TC,INSTI,0.0,62537156.11212121
TAF_FTC_BIC,INSTI,0.0,62537156.11212121
TAF_FTC_EVG_c,INSTI,0.0,62537156.11212121
TAF_FTC_RPV,NNRTI,0.0,62537156.11212121
TAF_FTC__DOR,NNRTI,0.0,62537156.11212121
TAF_FTC__DRV_c,PI,0.0,62537156.11212121
TAF_FTC__DRV_r,PI,0.0,62537156.11212121
TAF_FTC__DTG,INSTI,0.0,62537156.11212121
TAF_FTC__RAL,INSTI,0.0,62537156.11212121
TAF_FTC__RPV,NNRTI,0.0,62537156.11212121
TAF__DRV_c,PI,0.0,62537156.11212121
TDF_FTC_EVG_c,INSTI,0.0,62537156.11212121
TDF_FTC_RPV,NNRTI,0.1,62537156.11212121
TDF_FTC__ATV_r,PI,0.0,62537156.11212121
TDF_FTC__DOR,NNRTI,0.0,62537156.11212121
TDF_FTC__DRV_c,PI,0.0,62537156.11212121
TDF_FTC__DRV_r,PI,0.1,62537156.11212121
TDF_FTC__DTG,INSTI,0.0,62537156.11212121
TDF_FTC__EFV,NNRTI,0.1,62537156.11212121
TDF_FTC__LPV_r,PI,0.0,62537156.11212121
TDF_FTC__NVP,NNRTI,0.0,62537156.11212121
TDF_FTC__RAL,INSTI,0.0,62537156.11212121
TDF_FTC__RPV,NNRTI,0.0,62537156.11212121
3TC_ABC__DRV_c,PI,0.0,63334237.896969706
3TC_ABC__DRV_r,PI,0.0,63334237.896969706
3TC__DRV_c,PI,0.2,63334237.896969706
3TC__DRV_r,PI,0.0,63334237.896969706
3TC__DTG,INSTI,0.0,63334237.896969706
3TC__FTC__DRV_c,PI,0.0,63334237.896969706
3TC__FTC__DRV_r,PI,0.0,63334237.896969706
ABC_3TC_DTG,INSTI,0.0,63334237.896969706
ABC_3TC__ATV_r,PI,0.0,63334237.896969706
ABC_3TC__DRV_r,PI,0.0,63334237.896969706
ABC_3TC__DTG,INSTI,0.0,63334237.896969706
ABC_3TC__EFV,NNRTI,0.1,63334237.896969706
ABC_3TC__LPV_r,PI,0.2,63334237.896969706
ABC_3TC__NVP,NNRTI,0.0,63334237.896969706
ABC_3TC__RAL,INSTI,0.0,63334237.896969706
AZT_3TC_NVP,NNRTI,0.1,63334237.896969706
AZT_3TC__ATV_r,PI,0.1,63334237.896969706
AZT_3TC__LPV_r,PI,0.0,63334237.896969706
AZT_3TC__NVP,NNRTI,0.0,63334237.896969706
DRV_c,PI,0.0,63334237.896969706
DTG_3TC,INSTI,0.0,63334237.896969706
TAF_FTC_BIC,INSTI,0.0,63334237.896969706
TAF_FTC_EVG_c,INSTI,0.0,63334237.896969706
TAF_FTC_RPV,NNRTI,0.0,63334237.896969706
TAF_FTC__DOR,NNRTI,0.0,63334237.896969706
TAF_FTC__DRV_c,PI,0.0,63334237.896969706
TAF_FTC__DRV_r,PI,0.0,63334237.896969706
TAF_FTC__DTG,INSTI,0.0,63334237.896969706
TAF_FTC__RAL,INSTI,0.0,63334237.896969706
TAF_FTC__RPV,NNRTI,0.0,63334237.896969706
TAF__DRV_c,PI,0.0,63334237.896969706
TDF_FTC_EVG_c,INSTI,0.0,63334237.896969706
TDF_FTC_RPV,NNRTI,0.1,63334237.896969706
TDF_FTC__ATV_r,PI,0.0,63334237.896969706
TDF_FTC__DOR,NNRTI,0.0,63334237.896969706
TDF_FTC__DRV_c,PI,0.0,63334237.896969706
TDF_FTC__DRV_r,PI,0.1,63334237.896969706
TDF_FTC__DTG,INSTI,0.0,63334237.896969706
TDF_FTC__EFV,NNRTI,0.1,63334237.896969706
TDF_FTC__LPV_r,PI,0.0,63334237.896969706
TDF_FTC__NVP,NNRTI,0.0,63334237.896969706
TDF_FTC__RAL,INSTI,0.0,63334237.896969706
TDF_FTC__RPV,NNRTI,0.0,63334237.896969706
3TC_ABC__DRV_c,PI,0.0,64131319.68181819
3TC_ABC__DRV_r,PI,0.0,64131319.68181819
3TC__DRV_c,PI,0.2,64131319.68181819
3TC__DRV_r,PI,0.0,64131319.68181819
3TC__DTG,INSTI,0.0,64131319.68181819
3TC__FTC__DRV_c,PI,0.0,64131319.68181819
3TC__FTC__DRV_r,PI,0.0,64131319.68181819
ABC_3TC_DTG,INSTI,0.0,64131319.68181819
ABC_3TC__ATV_r,PI,0.0,64131319.68181819
ABC_3TC__DRV_r,PI,0.0,64131319.68181819
ABC_3TC__DTG,INSTI,0.0,64131319.68181819
ABC_3TC__EFV,NNRTI,0.1,64131319.68181819
ABC_3TC__LPV_r,PI,0.2,64131319.68181819
ABC_3TC__NVP,NNRTI,0.0,64131319.68181819
ABC_3TC__RAL,INSTI,0.0,64131319.68181819
AZT_3TC_NVP,NNRTI,0.1,64131319.68181819
AZT_3TC__ATV_r,PI,0.1,64131319.68181819
AZT_3TC__LPV_r,PI,0.0,64131319.68181819
AZT_3TC__NVP,NNRTI,0.0,64131319.68181819
DRV_c,PI,0.0,64131319.68181819
DTG_3TC,INSTI,0.0,64131319.68181819
TAF_FTC_BIC,INSTI,0.0,64131319.68181819
TAF_FTC_EVG_c,INSTI,0.0,64131319.68181819
TAF_FTC_RPV,NNRTI,0.0,64131319.68181819
TAF_FTC__DOR,NNRTI,0.0,64131319.68181819
TAF_FTC__DRV_c,PI,0.0,64131319.68181819
TAF_FTC__DRV_r,PI,0.0,64131319.68181819
TAF_FTC__DTG,INSTI,0.0,64131319.68181819
TAF_FTC__RAL,INSTI,0.0,64131319.68181819
TAF_FTC__RPV,NNRTI,0.0,64131319.68181819
TAF__DRV_c,PI,0.0,64131319.68181819
TDF_FTC_EVG_c,INSTI,0.0,64131319.68181819
TDF_FTC_RPV,NNRTI,0.1,64131319.68181819
TDF_FTC__ATV_r,PI,0.0,64131319.68181819
TDF_FTC__DOR,NNRTI,0.0,64131319.68181819
TDF_FTC__DRV_c,PI,0.0,64131319.68181819
TDF_FTC__DRV_r,PI,0.1,64131319.68181819
TDF_FTC__DTG,INSTI,0.0,64131319.68181819
TDF_FTC__EFV,NNRTI,0.1,64131319.68181819
TDF_FTC__LPV_r,PI,0.0,64131319.68181819
TDF_FTC__NVP,NNRTI,0.0,64131319.68181819
TDF_FTC__RAL,INSTI,0.0,64131319.68181819
TDF_FTC__RPV,NNRTI,0.0,64131319.68181819
3TC_ABC__DRV_c,PI,0.0,64928401.46666667
3TC_ABC__DRV_r,PI,0.0,64928401.46666667
3TC__DRV_c,PI,0.2,64928401.46666667
3TC__DRV_r,PI,0.0,64928401.46666667
3TC__DTG,INSTI,0.0,64928401.46666667
3TC__FTC__DRV_c,PI,0.0,64928401.46666667
3TC__FTC__DRV_r,PI,0.0,64928401.46666667
ABC_3TC_DTG,INSTI,0.0,64928401.46666667
ABC_3TC__ATV_r,PI,0.0,64928401.46666667
ABC_3TC__DRV_r,PI,0.0,64928401.46666667
ABC_3TC__DTG,INSTI,0.0,64928401.46666667
ABC_3TC__EFV,NNRTI,0.1,64928401.46666667
ABC_3TC__LPV_r,PI,0.2,64928401.46666667
ABC_3TC__NVP,NNRTI,0.0,64928401.46666667
ABC_3TC__RAL,INSTI,0.0,64928401.46666667
AZT_3TC_NVP,NNRTI,0.1,64928401.46666667
AZT_3TC__ATV_r,PI,0.1,64928401.46666667
AZT_3TC__LPV_r,PI,0.0,64928401.46666667
AZT_3TC__NVP,NNRTI,0.0,64928401.46666667
DRV_c,PI,0.0,64928401.46666667
DTG_3TC,INSTI,0.0,64928401.46666667
TAF_FTC_BIC,INSTI,0.0,64928401.46666667
TAF_FTC_EVG_c,INSTI,0.0,64928401.46666667
TAF_FTC_RPV,NNRTI,0.0,64928401.46666667
TAF_FTC__DOR,NNRTI,0.0,64928401.46666667
TAF_FTC__DRV_c,PI,0.0,64928401.46666667
TAF_FTC__DRV_r,PI,0.0,64928401.46666667
TAF_FTC__DTG,INSTI,0.0,64928401.46666667
TAF_FTC__RAL,INSTI,0.0,64928401.46666667
TAF_FTC__RPV,NNRTI,0.0,64928401.46666667
TAF__DRV_c,PI,0.0,64928401.46666667
TDF_FTC_EVG_c,INSTI,0.0,64928401.46666667
TDF_FTC_RPV,NNRTI,0.1,64928401.46666667
TDF_FTC__ATV_r,PI,0.0,64928401.46666667
TDF_FTC__DOR,NNRTI,0.0,64928401.46666667
TDF_FTC__DRV_c,PI,0.0,64928401.46666667
TDF_FTC__DRV_r,PI,0.1,64928401.46666667
TDF_FTC__DTG,INSTI,0.0,64928401.46666667
TDF_FTC__EFV,NNRTI,0.1,64928401.46666667
TDF_FTC__LPV_r,PI,0.0,64928401.46666667
TDF_FTC__NVP,NNRTI,0.0,64928401.46666667
TDF_FTC__RAL,INSTI,0.0,64928401.46666667
TDF_FTC__RPV,NNRTI,0.0,64928401.46666667
3TC_ABC__DRV_c,PI,0.0,65725483.25151515
3TC_ABC__DRV_r,PI,0.0,65725483.25151515
3TC__DRV_c,PI,0.2,65725483.25151515
3TC__DRV_r,PI,0.0,65725483.25151515
3TC__DTG,INSTI,0.0,65725483.25151515
3TC__FTC__DRV_c,PI,0.0,65725483.25151515
3TC__FTC__DRV_r,PI,0.0,65725483.25151515
ABC_3TC_DTG,INSTI,0.0,65725483.25151515
ABC_3TC__ATV_r,PI,0.0,65725483.25151515
ABC_3TC__DRV_r,PI,0.0,65725483.25151515
ABC_3TC__DTG,INSTI,0.0,65725483.25151515
ABC_3TC__EFV,NNRTI,0.1,65725483.25151515
ABC_3TC__LPV_r,PI,0.2,65725483.25151515
ABC_3TC__NVP,NNRTI,0.0,65725483.25151515
ABC_3TC__RAL,INSTI,0.0,65725483.25151515
AZT_3TC_NVP,NNRTI,0.1,65725483.25151515
AZT_3TC__ATV_r,PI,0.1,65725483.25151515
AZT_3TC__LPV_r,PI,0.0,65725483.25151515
AZT_3TC__NVP,NNRTI,0.0,65725483.25151515
DRV_c,PI,0.0,65725483.25151515
DTG_3TC,INSTI,0.0,65725483.25151515
TAF_FTC_BIC,INSTI,0.0,65725483.25151515
TAF_FTC_EVG_c,INSTI,0.0,65725483.25151515
TAF_FTC_RPV,NNRTI,0.0,65725483.25151515
TAF_FTC__DOR,NNRTI,0.0,65725483.25151515
TAF_FTC__DRV_c,PI,0.0,65725483.25151515
TAF_FTC__DRV_r,PI,0.0,65725483.25151515
TAF_FTC__DTG,INSTI,0.0,65725483.25151515
TAF_FTC__RAL,INSTI,0.0,65725483.25151515
TAF_FTC__RPV,NNRTI,0.0,65725483.25151515
TAF__DRV_c,PI,0.0,65725483.25151515
TDF_FTC_EVG_c,INSTI,0.0,65725483.25151515
TDF_FTC_RPV,NNRTI,0.1,65725483.25151515
TDF_FTC__ATV_r,PI,0.0,65725483.25151515
TDF_FTC__DOR,NNRTI,0.0,65725483.25151515
TDF_FTC__DRV_c,PI,0.0,65725483.25151515
TDF_FTC__DRV_r,PI,0.1,65725483.25151515
TDF_FTC__DTG,INSTI,0.0,65725483.25151515
TDF_FTC__EFV,NNRTI,0.1,65725483.25151515
TDF_FTC__LPV_r,PI,0.0,65725483.25151515
TDF_FTC__NVP,NNRTI,0.0,65725483.25151515
TDF_FTC__RAL,INSTI,0.0,65725483.25151515
TDF_FTC__RPV,NNRTI,0.0,65725483.25151515
3TC_ABC__DRV_c,PI,0.0,66522565.03636365
3TC_ABC__DRV_r,PI,0.0,66522565.03636365
3TC__DRV_c,PI,0.2,66522565.03636365
3TC__DRV_r,PI,0.0,66522565.03636365
3TC__DTG,INSTI,0.0,66522565.03636365
3TC__FTC__DRV_c,PI,0.0,66522565.03636365
3TC__FTC__DRV_r,PI,0.0,66522565.03636365
ABC_3TC_DTG,INSTI,0.0,66522565.03636365
